URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0.124,0.163,-0.9863,0.4359654410287322,19.98076923076923,19.73051010587103,7.942255867328052,19.98076923076923,205,1039,1.7237728585178056,10,5.240615976900866
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0.152,0.145,0.6476,0.406396015908211,23.794117647058822,19.65389369592089,8.689602268595943,23.794117647058822,159,809,1.69221260815822,14,4.933250927070457
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0.18,0.159,0.7424,0.49769210645164835,21.130434782608695,14.746227709190673,7.175332498359873,21.130434782608695,215,1458,1.5528120713305897,24,4.681755829903978
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0.137,0.101,0.9889,0.398996890852561,26.275862068965516,20.73490813648294,9.402154041089691,26.275862068965516,316,1524,1.7565616797900263,15,5.0682414698162725
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0.102,0.16,-0.9552,0.48665149538437213,81.0,8.417508417508419,17.883501683501684,81.0,75,891,1.3771043771043772,59,4.245791245791246
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0.137,0.16,-0.979,0.4428712432519539,28.135593220338983,19.93975903614458,9.615070451296713,28.135593220338983,331,1660,1.7150602409638553,19,5.186144578313253
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0.187,0.161,0.9577,0.5024357499532324,15.43421052631579,10.826939471440749,5.252229999551308,15.43421052631579,127,1173,1.4901960784313726,44,4.497016197783461
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.1,0.146,-0.9188,0.48072390572390566,21.8,24.464831804281346,9.252966360856268,21.8,80,327,1.8960244648318043,2,5.443425076452599
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0.193,0.219,-0.9747,0.4753491347108367,25.375,11.145320197044335,7.304064039408868,25.375,181,1624,1.4482758620689655,79,4.418103448275862
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0.106,0.188,-0.998,0.44415205232723487,21.582278481012658,18.7683284457478,8.070121385352094,21.582278481012658,320,1705,1.710850439882698,29,5.075073313782991
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0.121,0.14,-0.941,0.44520169088124906,25.608695652173914,19.46802490096208,9.0153441106272,25.608695652173914,344,1767,1.7707979626485568,30,5.428975664968874
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0.135,0.165,-0.9382,0.38694363148588495,21.88095238095238,18.933623503808487,8.162915176952174,21.88095238095238,174,919,1.7072905331882482,15,5.144722524483134
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0.158,0.046,0.9983,0.38601190476190494,30.459016393442624,21.420882669537136,10.375979812595952,30.459016393442624,398,1858,1.7518837459634016,52,5.096340150699677
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0.107,0.144,-0.9744,0.4047095761381477,26.151515151515152,17.149478563151796,8.660198742933389,26.151515151515152,148,863,1.6720741599073001,15,4.961761297798378
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0.108,0.22,-0.9982,0.4446701795472287,24.692307692307693,20.093457943925234,8.957153127246585,24.692307692307693,258,1284,1.7523364485981308,13,5.148753894080997
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0.231,0.126,0.946,0.6209595959595958,21.285714285714285,20.80536912751678,8.418216682646213,21.285714285714285,62,298,1.657718120805369,11,4.9630872483221475
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0.037,0.043,-0.4019,0.43584280303030304,23.45,21.535181236673772,8.997036247334753,23.45,101,469,1.767590618336887,0,5.20682302771855
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0.1,0.13,-0.9455,0.3978945297127115,28.816326530612244,22.379603399433428,10.239185986009135,28.816326530612244,316,1412,1.8307365439093484,6,5.360481586402266
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0.213,0.052,0.9993,0.45475228646524946,25.102941176470587,20.738137082601053,9.168215651814327,25.102941176470587,354,1707,1.7357937902753369,35,5.190978324545987
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0.114,0.096,0.8105,0.4374265672599006,23.267857142857142,21.412125863392173,8.935996601249864,23.267857142857142,279,1303,1.812739831158864,27,5.523407521105142
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0.193,0.084,0.9884,0.43337752525252526,23.153846153846153,32.22591362126246,11.075951955021722,23.153846153846153,194,602,2.1212624584717608,8,6.26578073089701
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0.129,0.157,-0.8504,0.3699907235621521,23.5,20.66869300911854,8.83373860182371,23.5,68,329,1.8085106382978724,8,5.343465045592705
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0.096,0.116,-0.6747,0.3984532828282828,21.875,10.285714285714285,6.432142857142857,21.875,36,350,1.5,6,4.502857142857143
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.067,0.168,-0.9646,0.5061428571428572,19.571428571428573,16.54501216545012,7.223288147375739,19.571428571428573,68,411,1.6569343065693432,6,4.785888077858881
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.075,0.167,-0.8731,0.44863636363636356,26.0,16.025641025641026,8.405128205128205,26.0,25,156,1.5833333333333333,10,4.6923076923076925
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.088,0.199,-0.9325,0.413796768707483,18.714285714285715,22.137404580152673,8.170338058887678,18.714285714285715,58,262,1.7099236641221374,8,5.034351145038168
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.118,0.0,0.8807,0.3295263559969442,20.375,24.539877300613497,8.9829754601227,20.375,40,163,1.7852760736196318,0,5.128834355828221
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.071,0.144,-0.8591,0.43083774250440915,32.857142857142854,16.956521739130434,9.962732919254657,32.857142857142854,78,460,1.6391304347826088,8,5.021739130434782
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.166,0.16,0.504,0.4164735264735264,18.029411764705884,18.59706362153344,7.325295077247865,18.029411764705884,114,613,1.7520391517128875,4,5.091353996737357
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.151,0.041,0.9855,0.4768556166056166,22.29032258064516,20.260492040520983,8.510162924233228,22.29032258064516,140,691,1.7858176555716354,10,5.597684515195369
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.157,0.081,0.9855,0.40465757089352594,18.695652173913043,22.441860465116278,8.227502527805866,18.695652173913043,193,860,1.8093023255813954,13,5.506976744186047
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.171,0.034,0.9975,0.402342364134817,22.510204081632654,19.945602901178606,8.491161396562253,22.510204081632654,220,1103,1.71350861287398,29,5.1133272892112425
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.118,0.138,-0.9709,0.42675774225774243,18.433333333333334,21.79023508137432,8.044713682941532,18.433333333333334,241,1106,1.7504520795660037,5,5.056057866184449
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.262,0.01,0.9975,0.5768115942028985,26.428571428571427,28.468468468468465,10.979407979407979,26.428571428571427,158,555,1.9513513513513514,12,5.863063063063063
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.218,0.112,0.9941,0.464490320999755,15.421875,21.073961499493414,7.299167299898683,15.421875,208,987,1.7669706180344478,12,5.131712259371834
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.136,0.063,0.9968,0.46650246115158406,25.04225352112676,25.590551181102363,10.126560940445826,25.04225352112676,455,1778,1.890326209223847,12,5.620922384701912
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.213,0.126,0.9948,0.43946798418972327,18.87012987012987,17.068134893324157,7.187652952690806,18.87012987012987,248,1453,1.6097728836889196,27,4.742601514108741
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.146,0.095,0.9891,0.489877817584714,20.49397590361446,23.985890652557316,8.895973311234355,20.49397590361446,408,1701,1.8442092886537331,17,5.346266901822458
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.231,0.076,0.9988,0.4955783061024996,17.43820224719101,16.301546391752577,6.747949727788718,17.43820224719101,253,1552,1.615979381443299,34,4.748711340206185
91,https://insights.blackcoffer.com/human-rights-outlook/,0.21,0.072,0.999,0.5138445818886997,26.784615384615385,19.012062033314187,9.159335483585915,26.784615384615385,331,1741,1.6829408385985065,44,4.9988512349224585
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.215,0.064,0.9981,0.45789887737135443,23.61111111111111,17.49019607843137,8.220261437908496,23.61111111111111,223,1275,1.647843137254902,53,4.8933333333333335
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.158,0.046,0.9909,0.4270232148803577,16.488888888888887,21.96765498652291,7.691308775082359,16.488888888888887,163,742,1.7318059299191375,20,5.16711590296496
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.212,0.076,0.9944,0.5813751679355128,20.38888888888889,14.168937329700274,6.911565243717833,20.38888888888889,104,734,1.5408719346049047,31,4.6716621253406
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.191,0.066,0.9992,0.5346009299342632,28.166666666666668,18.8893946290396,9.411212259141255,28.166666666666668,415,2197,1.6754665452890305,54,4.837050523441056
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.156,0.137,0.9456,0.4694629807374906,21.766666666666666,18.68300153139357,8.089933639612047,21.766666666666666,366,1959,1.69576314446146,112,4.890250127616131
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.164,0.069,0.9953,0.41506545537795525,20.87272727272727,23.08362369337979,8.791270193221413,20.87272727272727,265,1148,1.7970383275261324,25,5.346689895470384
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.174,0.074,0.9957,0.3794595370615779,15.493827160493828,18.56573705179283,6.811912842457332,15.493827160493828,233,1255,1.6621513944223107,16,4.89800796812749
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.208,0.047,0.9989,0.3944980348598768,25.62121212121212,16.321703134240096,8.388583051090444,25.62121212121212,276,1691,1.6132465996451804,59,4.7480780603193375
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.25,0.044,0.9996,0.46996493506493514,19.89873417721519,19.529262086513995,7.885599252745838,19.89873417721519,307,1572,1.7080152671755726,34,5.020992366412214
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.169,0.007,0.9916,0.5352328159645232,24.095238095238095,24.50592885375494,9.720233389798608,24.095238095238095,124,506,1.8695652173913044,5,5.5395256916996045
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.199,0.094,0.9979,0.5023930168192462,205.11111111111111,14.626218851570963,43.94746599253642,205.11111111111111,270,1846,1.5715059588299025,50,4.659263271939328
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.0,0.0,0.0,1.0,13.0,7.6923076923076925,4.138461538461539,13.0,1,13,1.3846153846153846,1,4.615384615384615
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.182,0.011,0.9808,0.3405204643841007,15.25,26.557377049180324,8.361475409836066,15.25,81,305,1.8852459016393444,1,5.481967213114754
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.054,0.095,-0.6124,0.3971898471898471,26.285714285714285,24.456521739130434,10.148447204968944,26.285714285714285,45,184,1.8695652173913044,5,5.353260869565218
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.076,0.164,-0.997,0.40081254331254323,25.85185185185185,18.48137535816619,8.866645442003607,25.85185185185185,258,1396,1.6969914040114613,20,5.073065902578796
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.108,0.038,0.9761,0.41896727010363377,25.06896551724138,19.39477303988996,8.892747711426267,25.06896551724138,141,727,1.702888583218707,11,4.966987620357634
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.231,0.094,0.999,0.48288430689445944,17.509090909090908,17.237798546209763,6.949377891060135,17.509090909090908,332,1926,1.632398753894081,40,4.8219106957424716
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0.222,0.008,0.9972,0.5140341880341879,16.92105263157895,20.21772939346812,7.427756405009413,16.92105263157895,130,643,1.754276827371695,16,5.099533437013997
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0.126,0.0,0.9709,0.4550793650793651,23.25,15.32258064516129,7.714516129032258,23.25,57,372,1.6155913978494623,10,4.854838709677419
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0.175,0.031,0.9945,0.4741093366093365,23.41176470588235,18.84422110552764,8.451197162281998,23.41176470588235,150,796,1.649497487437186,23,4.82286432160804
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0.176,0.041,0.9859,0.4222485847485848,24.105263157894736,22.707423580786028,9.362537347736154,24.105263157894736,104,458,1.7991266375545851,6,5.189956331877729
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0.291,0.059,0.9927,0.5246969696969697,14.037037037037036,15.567282321899736,5.920863871787354,14.037037037037036,59,379,1.6596306068601583,12,5.029023746701847
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0.118,0.0,0.7941,0.31868530020703933,16.444444444444443,23.64864864864865,8.018618618618618,16.444444444444443,35,148,1.864864864864865,4,5.27027027027027
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0.241,0.222,0.2406,0.5054824561403509,15.089285714285714,14.437869822485208,5.905431107354184,15.089285714285714,122,845,1.536094674556213,91,4.523076923076923
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0.347,0.046,0.9851,0.5075,24.0,14.880952380952381,7.776190476190476,24.0,25,168,1.619047619047619,8,4.851190476190476
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0.19,0.053,0.994,0.4085338680926916,22.666666666666668,23.52941176470588,9.23921568627451,22.666666666666668,160,680,1.8602941176470589,16,5.591176470588235
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0.137,0.356,-0.9746,0.5580259740259741,14.818181818181818,11.65644171779141,5.294924707194646,14.818181818181818,19,163,1.4846625766871167,10,4.47239263803681
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0.144,0.242,-0.97,0.6292913832199545,20.473684210526315,15.681233933161954,7.230983628737654,20.473684210526315,61,389,1.5732647814910026,25,4.67866323907455
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0.085,0.084,-0.7003,0.4113986394557822,24.0,23.573059360730593,9.51461187214612,24.0,413,1752,1.7819634703196348,43,5.2465753424657535
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0.182,0.068,0.9981,0.5085200872187171,28.03174603174603,14.722536806342015,8.55085656761761,28.03174603174603,260,1766,1.5645526613816534,42,4.72480181200453
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0.132,0.062,0.9945,0.40848679315476194,18.425,16.485753052917232,6.982150610583446,18.425,243,1474,1.5963364993215738,43,4.755766621438263
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0.279,0.038,0.9983,0.4914973914973915,13.796875,14.269535673839185,5.613282134767838,13.796875,126,883,1.5549263873159682,69,4.475651189127973
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0.19,0.021,0.9983,0.43938603531300163,22.49230769230769,13.406292749658002,7.179720088393139,22.49230769230769,196,1462,1.4822161422708617,60,4.411080711354309
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0.343,0.054,0.9965,0.5212256493506496,30.4375,17.248459958932237,9.537191991786448,30.4375,84,487,1.5359342915811087,24,4.537987679671458
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0.17,0.035,0.9984,0.4558418277887302,24.206349206349206,20.78688524590164,8.99864689045017,24.206349206349206,317,1525,1.741639344262295,9,5.091147540983607
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0.18,0.323,-0.9974,0.5778622631848439,14.720588235294118,14.785214785214784,5.90116060410178,14.720588235294118,148,1001,1.5544455544455544,77,4.615384615384615
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0.221,0.092,0.9975,0.6112869198312236,14.746666666666666,11.844484629294756,5.318230259192285,14.746666666666666,131,1106,1.452983725135624,88,4.39873417721519
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.224,0.17,0.986,0.47360709613874163,23.837209302325583,13.658536585365855,7.499149177538289,23.837209302325583,140,1025,1.551219512195122,16,4.781463414634146
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0.166,0.077,0.9941,0.3630453975848713,18.316666666666666,21.929026387625115,8.049138610858355,18.316666666666666,241,1099,1.7898089171974523,26,5.210191082802548
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0.178,0.324,-0.998,0.5639119047619048,14.859154929577464,15.165876777251185,6.00500634136573,14.859154929577464,160,1055,1.5696682464454976,79,4.6635071090047395
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0.161,0.128,0.91,0.4986988056035674,26.44,17.549167927382754,8.797833585476551,26.44,116,661,1.6399394856278366,19,4.859304084720121
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0.164,0.102,0.7717,0.4065628815628816,26.90909090909091,17.56756756756757,8.895331695331697,26.90909090909091,52,296,1.662162162162162,6,4.949324324324325
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0.188,0.085,0.9879,0.3997024072973441,30.75,20.460704607046072,10.242140921409215,30.75,151,738,1.7723577235772359,9,5.233062330623306
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0.072,0.128,-0.9764,0.43640667761357405,20.636363636363637,17.973568281938327,7.7219863836603935,20.636363636363637,204,1135,1.6255506607929515,29,4.968281938325991
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.135,0.109,0.9984,0.3313681390294294,15.924528301886792,16.824644549763033,6.549834570329965,15.924528301886792,568,3376,1.613744075829384,5,4.85989336492891
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0.158,0.069,0.9972,0.4679182004692209,21.204819277108435,18.352272727272727,7.911418400876233,21.204819277108435,323,1760,1.6664772727272728,39,4.932386363636364
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0.138,0.13,-0.5859,0.3761846654464102,25.016949152542374,25.0,10.003389830508475,25.016949152542374,369,1476,1.8733062330623307,8,5.492547425474255
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0.09,0.0,0.7003,0.4786599763872491,20.0,13.571428571428571,6.714285714285714,20.0,19,140,1.5071428571428571,10,4.514285714285714
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0.209,0.015,0.9976,0.4849184055644729,24.444444444444443,15.909090909090908,8.070707070707071,24.444444444444443,140,880,1.580681818181818,40,4.819318181818182
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0.152,0.092,0.9935,0.43462432203811496,15.394957983193278,17.84934497816594,6.648860592271844,15.394957983193278,327,1832,1.5987991266375545,35,4.866812227074236
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0.237,0.029,0.9995,0.4457925477300478,19.8953488372093,17.358270017533606,7.450723770948582,19.8953488372093,297,1711,1.619520748100526,34,4.80187025131502
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0.138,0.099,0.9578,0.4691568308234975,22.065217391304348,15.467980295566502,7.50663953737417,22.065217391304348,157,1015,1.619704433497537,29,4.892610837438424
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,0.125,0.21,-0.9933,0.45011625307399944,18.97872340425532,17.152466367713004,7.226237954393665,18.97872340425532,153,892,1.6816143497757847,15,5.0
146,https://insights.blackcoffer.com/blockchain-for-payments/,0.18,0.18,-0.9463,0.45551149670002167,17.314285714285713,16.666666666666664,6.796190476190475,17.314285714285713,202,1212,1.6006600660066006,54,4.786303630363037
147,https://insights.blackcoffer.com/the-future-of-investing/,0.13,0.075,0.9765,0.4373584987809125,29.91891891891892,19.241192411924118,9.832022266168607,29.91891891891892,213,1107,1.6883468834688347,25,4.95483288166215
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,,,,,,,,,,,,,
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,,,,,,,,,,,,,
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,,,,,,,,,,,,,
