URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.118,0.0,0.8807,,,,,,,,,,
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.0,0.0,0.0,,,,,,,,,,
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.071,0.144,-0.8591,,,,,,,,,,
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.0,0.0,0.0,,,,,,,,,,
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.166,0.16,0.504,,,,,,,,,,
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.151,0.041,0.9855,,,,,,,,,,
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.157,0.081,0.9855,,,,,,,,,,
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.171,0.034,0.9975,,,,,,,,,,
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.118,0.138,-0.9709,,,,,,,,,,
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.262,0.01,0.9975,,,,,,,,,,
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.218,0.112,0.9941,,,,,,,,,,
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.136,0.063,0.9968,,,,,,,,,,
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.213,0.126,0.9948,,,,,,,,,,
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.146,0.095,0.9891,,,,,,,,,,
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.231,0.076,0.9988,,,,,,,,,,
91,https://insights.blackcoffer.com/human-rights-outlook/,0.21,0.072,0.999,,,,,,,,,,
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.215,0.064,0.9981,,,,,,,,,,
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.158,0.046,0.9909,,,,,,,,,,
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.212,0.076,0.9944,,,,,,,,,,
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.191,0.066,0.9992,,,,,,,,,,
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.156,0.137,0.9456,,,,,,,,,,
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.164,0.069,0.9953,,,,,,,,,,
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.174,0.074,0.9957,,,,,,,,,,
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.208,0.047,0.9989,,,,,,,,,,
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.25,0.044,0.9996,,,,,,,,,,
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.169,0.007,0.9916,,,,,,,,,,
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.199,0.094,0.9979,,,,,,,,,,
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.0,0.0,0.0,,,,,,,,,,
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.182,0.011,0.9808,,,,,,,,,,
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.054,0.095,-0.6124,,,,,,,,,,
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.076,0.164,-0.997,,,,,,,,,,
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.108,0.038,0.9761,,,,,,,,,,
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.231,0.094,0.999,,,,,,,,,,
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0.222,0.008,0.9972,,,,,,,,,,
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0.126,0.0,0.9709,,,,,,,,,,
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0.175,0.031,0.9945,,,,,,,,,,
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0.176,0.041,0.9859,,,,,,,,,,
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0.291,0.059,0.9927,,,,,,,,,,
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0.118,0.0,0.7941,,,,,,,,,,
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0.241,0.222,0.2406,,,,,,,,,,
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0.347,0.046,0.9851,,,,,,,,,,
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0.19,0.053,0.994,,,,,,,,,,
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0.137,0.356,-0.9746,,,,,,,,,,
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0.144,0.242,-0.97,,,,,,,,,,
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0.085,0.084,-0.7003,,,,,,,,,,
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0.182,0.068,0.9981,,,,,,,,,,
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0.132,0.062,0.9945,,,,,,,,,,
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0.279,0.038,0.9983,,,,,,,,,,
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0.19,0.021,0.9983,,,,,,,,,,
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0.343,0.054,0.9965,,,,,,,,,,
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0.17,0.035,0.9984,,,,,,,,,,
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0.18,0.323,-0.9974,,,,,,,,,,
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0.221,0.092,0.9975,,,,,,,,,,
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.224,0.17,0.986,,,,,,,,,,
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0.166,0.077,0.9941,,,,,,,,,,
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0.178,0.324,-0.998,,,,,,,,,,
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0.161,0.128,0.91,,,,,,,,,,
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0.164,0.102,0.7717,,,,,,,,,,
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0.188,0.085,0.9879,,,,,,,,,,
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0.072,0.128,-0.9764,,,,,,,,,,
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.135,0.109,0.9984,,,,,,,,,,
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0.158,0.069,0.9972,,,,,,,,,,
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0.138,0.13,-0.5859,,,,,,,,,,
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0.09,0.0,0.7003,,,,,,,,,,
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0.209,0.015,0.9976,,,,,,,,,,
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0.152,0.092,0.9935,,,,,,,,,,
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0.237,0.029,0.9995,,,,,,,,,,
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0.138,0.099,0.9578,,,,,,,,,,
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0.0,0.0,0.0,,,,,,,,,,
145,https://insights.blackcoffer.com/blockchain-in-fintech/,0.125,0.21,-0.9933,,,,,,,,,,
146,https://insights.blackcoffer.com/blockchain-for-payments/,0.18,0.18,-0.9463,,,,,,,,,,
147,https://insights.blackcoffer.com/the-future-of-investing/,0.13,0.075,0.9765,,,,,,,,,,
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,,,,,,,,,,,,,
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,,,,,,,,,,,,,
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,,,,,,,,,,,,,
